client_id	path	sentence
1	abdulBasitMurattal/001001.mp3	bis mil lā hir raḥ mā nir ra ḥīm
1	abdulBasitMurattal/001002.mp3	al ḥam du lil lā hi rab bil 'ā la mīn
1	abdulBasitMurattal/001003.mp3	ar raḥ mā nir ra ḥīm
1	abdulBasitMurattal/001004.mp3	mā li ki yau mid dīn
1	abdulBasitMurattal/001005.mp3	iy yā ka na' bu du wa iy yā ka nas ta 'īn
1	abdulBasitMurattal/001006.mp3	ih di naṣ ṣi rā ṭal mus ta qīm
1	abdulBasitMurattal/001007.mp3	ṣi rā ṭal la żī na an 'am ta 'a lai him gai ril mag ḍụ bi 'a lai him wa laḍ ḍāl līn
1	abdulBasitMurattal/002001.mp3	a lif lām mīm
1	abdulBasitMurattal/002002.mp3	żā li kal ki tā bu lā rai ba fīh , hu dal lil mut ta qīn
1	abdulBasitMurattal/002003.mp3	al la żī na yu` mi nụ na bil gai bi wa yu qī mụ naṣ ṣa lā ta wa mim mā ra zaq nā hum yun fi qụn
1	abdulBasitMurattal/002005.mp3	u lā `i ka 'a lā hu dam mir rab bi him wa u lā `i ka hu mul muf li ḥụn
1	abdulBasitMurattal/002008.mp3	wa mi nan nā si may ya qụ lu ā man nā bil lā hi wa bil yau mil ā khi ri wa mā hum bi mu` mi nīn
1	abdulBasitMurattal/002011.mp3	wa i żā qī la la hum lā tuf si dụ fil ar ḍi qā lū in na mā naḥ nu muṣ li ḥụn
1	abdulBasitMurattal/002012.mp3	a lā in na hum hu mul muf si dụ na wa lā kil lā yasy 'u rụn
1	abdulBasitMurattal/002015.mp3	all llā hu yas tah zi `u bi him wa ya mud du hum fī ṭug yā ni him ya' ma hụn
1	abdulBasitMurattal/002018.mp3	ṣum mum buk mun 'um yun fa hum lā yar ji 'ụn
1	abdulBasitMurattal/002037.mp3	fa ta laq qā ā da mu mir rab bi hī ka li mā tin fa tā ba 'a laīh , in na hụ hu wat taw wā bur ra ḥīm
1	abdulBasitMurattal/002042.mp3	wa lā tal bi sul ḥaq qa bil bā ṭi li wa tak tu mul ḥaq qa wa an tum ta' la mụn
1	abdulBasitMurattal/002043.mp3	wa a qī muṣ ṣa lā ta wa ā tuz za kā ta war ka 'ụ ma 'ar rā ki 'īn
1	abdulBasitMurattal/002045.mp3	was ta 'ī nụ biṣ ṣab ri waṣ ṣa lāh , wa in na hā la ka bī ra tun il lā 'a lal khā syi 'īn
1	abdulBasitMurattal/002046.mp3	al la żī na ya ẓun nụ na an na hum mu lā qụ rab bi him wa an na hum i lai hi rā ji 'ụn
1	abdulBasitMurattal/002052.mp3	ṡum ma 'a fau nā 'ang kum mim ba' di żā li ka la 'al la kum tasy ku rụn
1	abdulBasitMurattal/002053.mp3	wa iż ā tai nā mụ sal ki tā ba wal fur qā na la 'al la kum tah ta dụn
1	abdulBasitMurattal/002056.mp3	ṡum ma ba 'aṡ nā kum mim ba' di mau ti kum la 'al la kum tasy ku rụn
1	abdulBasitMurattal/002066.mp3	fa ja 'al nā hā na kā lal li mā bai na ya dai hā wa mā khal fa hā wa mau 'i ẓa tal lil mut ta qīn
1	abdulBasitMurattal/002072.mp3	wa iż qa tal tum naf san fad dā ra' tum fī hā , wall llā hu mukh ri jum mā kun tum tak tu mụn
1	abdulBasitMurattal/002077.mp3	a wa lā ya' la mụ na an nall llā ha ya' la mu mā yu sir rụ na wa mā yu' li nụn
1	abdulBasitMurattal/002088.mp3	wa qā lụ qu lụ bu nā gulf , bal la 'a na hu mull llā hu bi kuf ri him fa qa lī lam mā yu` mi nụn
1	abdulBasitMurattal/002095.mp3	wa lay ya ta man nau hu a ba dam bi mā qad da mat ai dī him , wall llā hu 'a lī mum biẓ ẓā li mīn
1	abdulBasitMurattal/002099.mp3	wa la qad an zal nā i lai ka ā yā tim bay yi nāt , wa mā yak fu ru bi hā il lal fā si qụn
1	abdulBasitMurattal/002100.mp3	a wa kul la mā 'ā ha dụ 'ah dan na ba ża hụ fa rī qum min hum , bal ak ṡa ru hum lā yu` mi nụn
1	abdulBasitMurattal/002117.mp3	ba dī 'us sa mā wā ti wal arḍ , wa i żā qa ḍā am ran fa in na mā ya qụ lu la hụ kun fa ya kụn
1	abdulBasitMurattal/002119.mp3	in nā ar sal nā ka bil ḥaq qi ba syī raw wa na żī raw wa lā tus `a lu 'an aṣ ḥā bil ja ḥīm
1	abdulBasitMurattal/002131.mp3	iż qā la la hụ rab bu hū as lim qā la as lam tu li rab bil 'ā la mīn
1	abdulBasitMurattal/002138.mp3	ṣib ga tall llāh , wa man aḥ sa nu mi nall llā hi ṣib ga taw wa naḥ nu la hụ 'ā bi dụn
1	abdulBasitMurattal/002147.mp3	al ḥaq qu mir rab bi ka fa lā ta kụ nan na mi nal mum ta rīn
1	abdulBasitMurattal/002152.mp3	faż ku rụ nī aż kur kum wasy ku rụ lī wa lā tak fu rụn
1	abdulBasitMurattal/002157.mp3	u lā `i ka 'a lai him ṣa la wā tum mir rab bi him wa raḥ mah , wa u lā `i ka hu mul muh ta dụn
1	abdulBasitMurattal/002162.mp3	khā li dī na fī hā , lā yu khaf fa fu 'an hu mul 'a żā bu wa lā hum yun ẓa rụn
1	abdulBasitMurattal/002163.mp3	wa i lā hu kum i lā huw wā ḥid , lā i lā ha il lā hu war raḥ mā nur ra ḥīm
1	abdulBasitMurattal/002179.mp3	wa la kum fil qi ṣā ṣi ḥa yā tuy yā u lil al bā bi la 'al la kum tat ta qụn
1	abdulBasitMurattal/002192.mp3	fa i nin ta hau fa in nall llā ha ga fụ rur ra ḥīm
1	abdulBasitMurattal/002202.mp3	u lā `i ka la hum na ṣī bum mim mā ka sa bụ , wall llā hu sa rī 'ul ḥi sāb
1	abdulBasitMurattal/002227.mp3	wa in 'a za muṭ ṭa lā qa fa in nall llā ha sa mī 'un 'a līm
1	abdulBasitMurattal/002238.mp3	ḥā fi ẓụ 'a laṣ ṣa la wā ti waṣ ṣa lā til wus ṭā wa qụ mụ lil lā hi qā ni tīn
1	abdulBasitMurattal/002241.mp3	wa lil mu ṭal la qā ti ma tā 'um bil ma' rụf , ḥaq qan 'a lal mut ta qīn
1	abdulBasitMurattal/002242.mp3	ka żā li ka yu bay yi null llā hu la kum ā yā ti hī la 'al la kum ta' qi lụn
1	abdulBasitMurattal/002244.mp3	wa qā ti lụ fī sa bī lil lā hi wa' la mū an nall llā ha sa mī 'un 'a līm
1	abdulBasitMurattal/002252.mp3	til ka ā yā tull llā hi nat lụ hā 'a lai ka bil ḥaqq , wa in na ka la mi nal mur sa līn
1	abdulBasitMurattal/002276.mp3	yam ḥa qull llā hur ri bā wa yur biṣ ṣa da qāt , wall llā hu lā yu ḥib bu kul la kaf fā rin a ṡīm
1	abdulBasitMurattal/003001.mp3	a lif lām mīm
1	abdulBasitMurattal/003002.mp3	all llā hu lā i lā ha il lā hu wal ḥay yul qay yụm
1	abdulBasitMurattal/003005.mp3	in nall llā ha lā yakh fā 'a lai hi syai `un fil ar ḍi wa lā fis sa mā`
1	abdulBasitMurattal/003012.mp3	qul lil la żī na ka fa rụ sa tug la bụ na wa tuḥ sya rụ na i lā ja han nam , wa bi` sal mi hād
1	abdulBasitMurattal/003032.mp3	qul a ṭī 'ull llā ha war ra sụl , fa in ta wal lau fa in nall llā ha lā yu ḥib bul kā fi rīn
1	abdulBasitMurattal/003034.mp3	żur riy ya tam ba' ḍu hā mim ba'ḍ , wall llā hu sa mī 'un 'a līm
1	abdulBasitMurattal/003043.mp3	yā mar ya muq nu tī li rab bi ki was ju dī war ka 'ī ma 'ar rā ki 'īn
1	abdulBasitMurattal/003046.mp3	wa yu kal li mun nā sa fil mah di wa kah law wa mi naṣ ṣā li ḥīn
1	abdulBasitMurattal/003048.mp3	wa yu 'al li mu hul ki tā ba wal ḥik ma ta wat tau rā ta wal in jīl
1	abdulBasitMurattal/003051.mp3	in nall llā ha rab bī wa rab bu kum fa' bu dụh , hā żā ṣi rā ṭum mus ta qīm
1	abdulBasitMurattal/003053.mp3	rab ba nā ā man nā bi mā an zal ta wat ta ba' nar ra sụ la fak tub nā ma 'asy syā hi dīn
1	abdulBasitMurattal/003054.mp3	wa ma ka rụ wa ma ka rall llāh , wall llā hu khai rul mā ki rīn
1	abdulBasitMurattal/003058.mp3	żā li ka nat lụ hu 'a lai ka mi nal ā yā ti waż żik ril ḥa kīm
1	abdulBasitMurattal/003060.mp3	al ḥaq qu mir rab bi ka fa lā ta kum mi nal mum ta rīn
1	abdulBasitMurattal/003063.mp3	fa in ta wal lau fa in nall llā ha 'a lī mum bil muf si dīn
1	abdulBasitMurattal/003070.mp3	yā ah lal ki tā bi li ma tak fu rụ na bi `ā yā til lā hi wa an tum tasy ha dụn
1	abdulBasitMurattal/003074.mp3	yakh taṣ ṣu bi raḥ ma ti hī may ya syā` , wall llā hu żul faḍ lil 'a ẓīm
1	abdulBasitMurattal/003076.mp3	ba lā man au fā bi 'ah di hī wat ta qā fa in nall llā ha yu ḥib bul mut ta qīn
1	abdulBasitMurattal/003082.mp3	fa man ta wal lā ba' da żā li ka fa u lā `i ka hu mul fā si qụn
1	abdulBasitMurattal/003088.mp3	khā li dī na fī hā , lā yu khaf fa fu 'an hu mul 'a żā bu wa lā hum yun ẓa rụn
1	abdulBasitMurattal/003089.mp3	il lal la żī na tā bụ mim ba' di żā li ka wa aṣ la ḥụ , fa in nall llā ha ga fụ rur ra ḥīm
1	abdulBasitMurattal/003094.mp3	fa ma nif ta rā 'a lall llā hil ka żi ba mim ba' di żā li ka fa u lā `i ka hu muẓ ẓā li mụn
1	abdulBasitMurattal/003095.mp3	qul ṣa da qall llāh , fat ta bi 'ụ mil la ta ib rā hī ma ḥa nī fā , wa mā kā na mi nal musy ri kīn
1	abdulBasitMurattal/003096.mp3	in na aw wa la bai tiw wu ḍi 'a lin nā si lal la żī bi bak ka ta mu bā ra kaw wa hu dal lil 'ā la mīn
1	abdulBasitMurattal/003107.mp3	wa am mal la żī nab yaḍ ḍat wu jụ hu hum fa fī raḥ ma til lāh , hum fī hā khā li dụn
1	abdulBasitMurattal/003109.mp3	wa lil lā hi mā fis sa mā wā ti wa mā fil arḍ , wa i lall llā hi tur ja 'ul u mụr
1	abdulBasitMurattal/003115.mp3	wa mā yaf 'a lụ min khai rin fa lay yuk fa rụh , wall llā hu 'a lī mum bil mut ta qīn
1	abdulBasitMurattal/003127.mp3	li yaq ṭa 'a ṭa ra fam mi nal la żī na ka fa rū au yak bi ta hum fa yang qa li bụ khā `i bīn
1	abdulBasitMurattal/003131.mp3	wat ta qun nā ral la tī u 'id dat lil kā fi rīn
1	abdulBasitMurattal/003132.mp3	wa a ṭī 'ull llā ha war ra sụ la la 'al la kum tur ḥa mụn
1	abdulBasitMurattal/003138.mp3	hā żā ba yā nul lin nā si wa hu daw wa mau 'i ẓa tul lil mut ta qīn
1	abdulBasitMurattal/003139.mp3	wa lā ta hi nụ wa lā taḥ za nụ wa an tu mul a' lau na ing kun tum mu` mi nīn
1	abdulBasitMurattal/003141.mp3	wa li yu maḥ ḥi ṣall llā hul la żī na ā ma nụ wa yam ḥa qal kā fi rīn
1	abdulBasitMurattal/003150.mp3	ba lil lā hu mau lā kum , wa hu wa khai run nā ṣi rīn
1	abdulBasitMurattal/003158.mp3	wa la `im mut tum au qu til tum la `i lall llā hi tuḥ sya rụn
1	abdulBasitMurattal/003163.mp3	hum da ra jā tun 'in dall llāh , wall llā hu ba ṣī rum bi mā ya' ma lụn
1	abdulBasitMurattal/003166.mp3	wa mā a ṣā ba kum yau mal ta qal jam 'ā ni fa bi `iż nil lā hi wa li ya' la mal mu` mi nīn
1	abdulBasitMurattal/003182.mp3	żā li ka bi mā qad da mat ai dī kum wa an nall llā ha lai sa bi ẓal lā mil lil 'a bīd
1	abdulBasitMurattal/003189.mp3	wa lil lā hi mul kus sa mā wā ti wal arḍ , wall llā hu 'a lā kul li syai `ing qa dīr
1	abdulBasitMurattal/003192.mp3	rab ba nā in na ka man tud khi lin nā ra fa qad akh zai tah , wa mā liẓ ẓā li mī na min an ṣār
1	abdulBasitMurattal/003196.mp3	lā ya gur ran na ka ta qal lu bul la żī na ka fa rụ fil bi lād
1	abdulBasitMurattal/003197.mp3	ma tā 'ung qa līl , ṡum ma ma` wā hum ja han nam , wa bi` sal mi hād
1	abdulBasitMurattal/004028.mp3	yu rī dull llā hu ay yu khaf fi fa 'ang kum , wa khu li qal in sā nu ḍa 'ī fā
1	abdulBasitMurattal/004041.mp3	fa kai fa i żā ji` nā ming kul li um ma tim bi sya hī diw wa ji` nā bi ka 'a lā hā `u lā `i sya hī dā
1	abdulBasitMurattal/004045.mp3	wall llā hu a' la mu bi `a' dā `i kum , wa ka fā bil lā hi wa liy yaw wa ka fā bil lā hi na ṣī rā
1	abdulBasitMurattal/004050.mp3	un ẓur kai fa yaf ta rụ na 'a lall llā hil ka żib , wa ka fā bi hī iṡ mam mu bī nā
1	abdulBasitMurattal/004052.mp3	u lā `i kal la żī na la 'a na hu mull llāh , wa may yal 'a nil lā hu fa lan ta ji da la hụ na ṣī rā
1	abdulBasitMurattal/004053.mp3	am la hum na ṣī bum mi nal mul ki fa i żal lā yu` tụ nan nā sa na qī rā
1	abdulBasitMurattal/004055.mp3	fa min hum man ā ma na bi hī wa min hum man ṣad da 'an h , wa ka fā bi ja han na ma sa 'ī rā
1	abdulBasitMurattal/004067.mp3	wa i żal la `ā tai nā hum mil la dun nā aj ran 'a ẓī mā
1	abdulBasitMurattal/004068.mp3	wa la ha dai nā hum ṣi rā ṭam mus ta qī mā
1	abdulBasitMurattal/004070.mp3	żā li kal faḍ lu mi nall llāh , wa ka fā bil lā hi 'a lī mā
1	abdulBasitMurattal/004071.mp3	yā ay yu hal la żī na ā ma nụ khu żụ ḥiż ra kum fan fi rụ ṡu bā tin a win fi rụ ja mī 'ā
1	abdulBasitMurattal/004096.mp3	da ra jā tim min hu wa mag fi ra taw wa raḥ mah , wa kā nall llā hu ga fụ rar ra ḥī mā
1	abdulBasitMurattal/004099.mp3	fa u lā `i ka 'a sall llā hu ay ya' fu wa 'an hum , wa kā nall llā hu 'a fuw wan ga fụ rā
1	abdulBasitMurattal/004106.mp3	was tag fi ril lāh , in nall llā ha kā na ga fụ rar ra ḥī mā
1	abdulBasitMurattal/004111.mp3	wa may yak sib iṡ man fa in na mā yak si bu hụ 'a lā naf sih , wa kā nall llā hu 'a lī man ḥa kī mā
1	abdulBasitMurattal/004117.mp3	iy yad 'ụ na min dụ ni hī il lā i nā ṡā , wa iy yad 'ụ na il lā syai ṭā nam ma rī dā
1	abdulBasitMurattal/004118.mp3	la 'a na hull llāh , wa qā la la `at ta khi żan na min 'i bā di ka na ṣī bam maf rụ ḍā
1	abdulBasitMurattal/004120.mp3	ya 'i du hum wa yu man nī him , wa mā ya 'i du hu musy syai ṭā nu il lā gu rụ rā
1	abdulBasitMurattal/004121.mp3	u lā `i ka ma` wā hum ja han na mu wa lā ya ji dụ na 'an hā ma hī ṣā
1	abdulBasitMurattal/004126.mp3	wa lil lā hi mā fis sa mā wā ti wa mā fil arḍ , wa kā nall llā hu bi kul li syai `im mu ḥī ṭā
1	abdulBasitMurattal/004130.mp3	wa iy ya ta far ra qā yug nil lā hu kul lam min sa 'a tih , wa kā nall llā hu wā si 'an ḥa kī mā
1	abdulBasitMurattal/004132.mp3	wa lil lā hi mā fis sa mā wā ti wa mā fil arḍ , wa ka fā bil lā hi wa kī lā
1	abdulBasitMurattal/004138.mp3	basy syi ril mu nā fi qī na bi `an na la hum 'a żā ban a lī mā
1	abdulBasitMurattal/004145.mp3	in nal mu nā fi qī na fid dar kil as fa li mi nan nār , wa lan ta ji da la hum na ṣī rā
1	abdulBasitMurattal/004151.mp3	u lā `i ka hu mul kā fi rụ na ḥaq qā , wa a' tad nā lil kā fi rī na 'a żā bam mu hī nā
1	abdulBasitMurattal/004156.mp3	wa bi kuf ri him wa qau li him 'a lā mar ya ma buh tā nan 'a ẓī mā
1	abdulBasitMurattal/004158.mp3	bal ra fa 'a hull llā hu i laīh , wa kā nall llā hu 'a zī zan ḥa kī mā
